reading lang.rbnf
OK
check syntax and markup RBNF tokens
OK
RBNF tokens: 337
LEVEL_3:proc_sector:163 entry 166
LEVEL_3:proc_sector:163 166:"procedure":168:0 = "begin":378 FALSE
LEVEL_3:proc_sector:163 FALSE
LEVEL_2:block:178 194:"operator"-->264 NON_TERMINAL
LEVEL_3:operator:264 entry 269
LEVEL_3:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_4:operator_content:198 entry 204
LEVEL_4:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_5:name:39 entry 42
LEVEL_5:name:39 42:EXCLUDE_ON:44:0
LEVEL_5:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_6:reserved_words:49 entry 52
LEVEL_6:reserved_words:49 52:"const":0:54 = "begin":378 FALSE
LEVEL_6:reserved_words:49 54:"var":0:56 = "begin":378 FALSE
LEVEL_6:reserved_words:49 56:"procedure":0:58 = "begin":378 FALSE
LEVEL_6:reserved_words:49 58:"call":0:60 = "begin":378 FALSE
LEVEL_6:reserved_words:49 60:"begin":0:62 = "begin":378 TRUE
LEVEL_6:reserved_words:49 TRUE
LEVEL_5:name:39 FALSE
LEVEL_4:operator_content:198 217:"call":219:228 = "begin":378 FALSE
LEVEL_4:operator_content:198 228:"begin":230:243 = "begin":378 TRUE
LEVEL_4:operator_content:198 230:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "x":384 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "x":384 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "x":384 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "x":384 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "x":384 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "x":384 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "x":384 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "x":384 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "x":384 FALSE
LEVEL_8:reserved_words:49 70:"do":0:0 = "x":384 FALSE
LEVEL_8:reserved_words:49 FALSE
LEVEL_7:name:39 46:EXCLUDE_OFF:0:0
LEVEL_7:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_6:operator_content:198 208:":=":210:0 = ":=":385 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_6:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_7:expression:294 entry 298
LEVEL_7:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = "m":386 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = "m":386 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_8:term:311 entry 314
LEVEL_8:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_9:factor:323 entry 326
LEVEL_9:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_10:name:39 entry 42
LEVEL_10:name:39 42:EXCLUDE_ON:44:0
LEVEL_10:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_11:reserved_words:49 entry 52
LEVEL_11:reserved_words:49 52:"const":0:54 = "m":386 FALSE
LEVEL_11:reserved_words:49 54:"var":0:56 = "m":386 FALSE
LEVEL_11:reserved_words:49 56:"procedure":0:58 = "m":386 FALSE
LEVEL_11:reserved_words:49 58:"call":0:60 = "m":386 FALSE
LEVEL_11:reserved_words:49 60:"begin":0:62 = "m":386 FALSE
LEVEL_11:reserved_words:49 62:"end":0:64 = "m":386 FALSE
LEVEL_11:reserved_words:49 64:"if":0:66 = "m":386 FALSE
LEVEL_11:reserved_words:49 66:"then":0:68 = "m":386 FALSE
LEVEL_11:reserved_words:49 68:"while":0:70 = "m":386 FALSE
LEVEL_11:reserved_words:49 70:"do":0:0 = "m":386 FALSE
LEVEL_11:reserved_words:49 FALSE
LEVEL_10:name:39 46:EXCLUDE_OFF:0:0
LEVEL_10:name:39 TRUE
LEVEL_9:factor:323 TRUE
LEVEL_8:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_9:mul_div:112 entry 115
LEVEL_9:mul_div:112 115:"*":0:118 = ";":387 FALSE
LEVEL_9:mul_div:112 118:"/":0:0 = ";":387 FALSE
LEVEL_9:mul_div:112 FALSE
LEVEL_8:term:311 TRUE
LEVEL_7:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = ";":387 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = ";":387 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:operator_content:198 233:";":235:238 = ";":387 TRUE
LEVEL_4:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "y":389 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "y":389 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "y":389 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "y":389 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "y":389 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "y":389 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "y":389 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "y":389 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "y":389 FALSE
LEVEL_8:reserved_words:49 70:"do":0:0 = "y":389 FALSE
LEVEL_8:reserved_words:49 FALSE
LEVEL_7:name:39 46:EXCLUDE_OFF:0:0
LEVEL_7:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_6:operator_content:198 208:":=":210:0 = ":=":390 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_6:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_7:expression:294 entry 298
LEVEL_7:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = "n":391 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = "n":391 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_8:term:311 entry 314
LEVEL_8:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_9:factor:323 entry 326
LEVEL_9:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_10:name:39 entry 42
LEVEL_10:name:39 42:EXCLUDE_ON:44:0
LEVEL_10:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_11:reserved_words:49 entry 52
LEVEL_11:reserved_words:49 52:"const":0:54 = "n":391 FALSE
LEVEL_11:reserved_words:49 54:"var":0:56 = "n":391 FALSE
LEVEL_11:reserved_words:49 56:"procedure":0:58 = "n":391 FALSE
LEVEL_11:reserved_words:49 58:"call":0:60 = "n":391 FALSE
LEVEL_11:reserved_words:49 60:"begin":0:62 = "n":391 FALSE
LEVEL_11:reserved_words:49 62:"end":0:64 = "n":391 FALSE
LEVEL_11:reserved_words:49 64:"if":0:66 = "n":391 FALSE
LEVEL_11:reserved_words:49 66:"then":0:68 = "n":391 FALSE
LEVEL_11:reserved_words:49 68:"while":0:70 = "n":391 FALSE
LEVEL_11:reserved_words:49 70:"do":0:0 = "n":391 FALSE
LEVEL_11:reserved_words:49 FALSE
LEVEL_10:name:39 46:EXCLUDE_OFF:0:0
LEVEL_10:name:39 TRUE
LEVEL_9:factor:323 TRUE
LEVEL_8:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_9:mul_div:112 entry 115
LEVEL_9:mul_div:112 115:"*":0:118 = ";":392 FALSE
LEVEL_9:mul_div:112 118:"/":0:0 = ";":392 FALSE
LEVEL_9:mul_div:112 FALSE
LEVEL_8:term:311 TRUE
LEVEL_7:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = ";":392 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = ";":392 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:operator_content:198 233:";":235:238 = ";":392 TRUE
LEVEL_4:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "call":394 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "call":394 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "call":394 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "call":394 TRUE
LEVEL_8:reserved_words:49 TRUE
LEVEL_7:name:39 FALSE
LEVEL_6:operator_content:198 217:"call":219:228 = "call":394 TRUE
SEMANTIC_TOKEN AT 219: SEM_PROC_NAME
LEVEL_6:operator_content:198 221:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 70:"do":0:0 = "multiply":396 FALSE
LEVEL_8:reserved_words:49 FALSE
LEVEL_7:name:39 46:EXCLUDE_OFF:0:0
LEVEL_7:name:39 TRUE
 SEMANTIC DECODE: SEM_PROC_NAME=";"
SEMANTIC_TOKEN AT 223: SEM_DONE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:operator_content:198 233:";":235:238 = ";":397 TRUE
LEVEL_4:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "x":403 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "x":403 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "x":403 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "x":403 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "x":403 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "x":403 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "x":403 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "x":403 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "x":403 FALSE
LEVEL_8:reserved_words:49 70:"do":0:0 = "x":403 FALSE
LEVEL_8:reserved_words:49 FALSE
LEVEL_7:name:39 46:EXCLUDE_OFF:0:0
LEVEL_7:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_6:operator_content:198 208:":=":210:0 = ":=":404 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_6:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_7:expression:294 entry 298
LEVEL_7:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = "25":405 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = "25":405 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_8:term:311 entry 314
LEVEL_8:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_9:factor:323 entry 326
LEVEL_9:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_10:name:39 entry 42
LEVEL_10:name:39 42:EXCLUDE_ON:44:0
LEVEL_10:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_11:reserved_words:49 entry 52
LEVEL_11:reserved_words:49 52:"const":0:54 = "25":405 FALSE
LEVEL_11:reserved_words:49 54:"var":0:56 = "25":405 FALSE
LEVEL_11:reserved_words:49 56:"procedure":0:58 = "25":405 FALSE
LEVEL_11:reserved_words:49 58:"call":0:60 = "25":405 FALSE
LEVEL_11:reserved_words:49 60:"begin":0:62 = "25":405 FALSE
LEVEL_11:reserved_words:49 62:"end":0:64 = "25":405 FALSE
LEVEL_11:reserved_words:49 64:"if":0:66 = "25":405 FALSE
LEVEL_11:reserved_words:49 66:"then":0:68 = "25":405 FALSE
LEVEL_11:reserved_words:49 68:"while":0:70 = "25":405 FALSE
LEVEL_11:reserved_words:49 70:"do":0:0 = "25":405 FALSE
LEVEL_11:reserved_words:49 FALSE
LEVEL_10:name:39 46:EXCLUDE_OFF:0:0
LEVEL_10:name:39 TRUE
LEVEL_9:factor:323 TRUE
LEVEL_8:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_9:mul_div:112 entry 115
LEVEL_9:mul_div:112 115:"*":0:118 = ";":406 FALSE
LEVEL_9:mul_div:112 118:"/":0:0 = ";":406 FALSE
LEVEL_9:mul_div:112 FALSE
LEVEL_8:term:311 TRUE
LEVEL_7:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = ";":406 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = ";":406 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:operator_content:198 233:";":235:238 = ";":406 TRUE
LEVEL_4:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "y":408 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "y":408 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "y":408 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "y":408 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "y":408 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "y":408 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "y":408 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "y":408 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "y":408 FALSE
LEVEL_8:reserved_words:49 70:"do":0:0 = "y":408 FALSE
LEVEL_8:reserved_words:49 FALSE
LEVEL_7:name:39 46:EXCLUDE_OFF:0:0
LEVEL_7:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_6:operator_content:198 208:":=":210:0 = ":=":409 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_6:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_7:expression:294 entry 298
LEVEL_7:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = "3":410 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = "3":410 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_8:term:311 entry 314
LEVEL_8:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_9:factor:323 entry 326
LEVEL_9:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_10:name:39 entry 42
LEVEL_10:name:39 42:EXCLUDE_ON:44:0
LEVEL_10:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_11:reserved_words:49 entry 52
LEVEL_11:reserved_words:49 52:"const":0:54 = "3":410 FALSE
LEVEL_11:reserved_words:49 54:"var":0:56 = "3":410 FALSE
LEVEL_11:reserved_words:49 56:"procedure":0:58 = "3":410 FALSE
LEVEL_11:reserved_words:49 58:"call":0:60 = "3":410 FALSE
LEVEL_11:reserved_words:49 60:"begin":0:62 = "3":410 FALSE
LEVEL_11:reserved_words:49 62:"end":0:64 = "3":410 FALSE
LEVEL_11:reserved_words:49 64:"if":0:66 = "3":410 FALSE
LEVEL_11:reserved_words:49 66:"then":0:68 = "3":410 FALSE
LEVEL_11:reserved_words:49 68:"while":0:70 = "3":410 FALSE
LEVEL_11:reserved_words:49 70:"do":0:0 = "3":410 FALSE
LEVEL_11:reserved_words:49 FALSE
LEVEL_10:name:39 46:EXCLUDE_OFF:0:0
LEVEL_10:name:39 TRUE
LEVEL_9:factor:323 TRUE
LEVEL_8:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_9:mul_div:112 entry 115
LEVEL_9:mul_div:112 115:"*":0:118 = ";":411 FALSE
LEVEL_9:mul_div:112 118:"/":0:0 = ";":411 FALSE
LEVEL_9:mul_div:112 FALSE
LEVEL_8:term:311 TRUE
LEVEL_7:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = ";":411 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = ";":411 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:operator_content:198 233:";":235:238 = ";":411 TRUE
LEVEL_4:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "call":413 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "call":413 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "call":413 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "call":413 TRUE
LEVEL_8:reserved_words:49 TRUE
LEVEL_7:name:39 FALSE
LEVEL_6:operator_content:198 217:"call":219:228 = "call":413 TRUE
SEMANTIC_TOKEN AT 219: SEM_PROC_NAME
LEVEL_6:operator_content:198 221:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "divide":415 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "divide":415 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "divide":415 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "divide":415 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "divide":415 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "divide":415 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "divide":415 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "divide":415 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "divide":415 FALSE
LEVEL_8:reserved_words:49 70:"do":0:0 = "divide":415 FALSE
LEVEL_8:reserved_words:49 FALSE
LEVEL_7:name:39 46:EXCLUDE_OFF:0:0
LEVEL_7:name:39 TRUE
 SEMANTIC DECODE: SEM_PROC_NAME=";"
SEMANTIC_TOKEN AT 223: SEM_DONE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:operator_content:198 233:";":235:238 = ";":416 TRUE
LEVEL_4:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "x":422 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "x":422 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "x":422 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "x":422 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "x":422 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "x":422 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "x":422 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "x":422 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "x":422 FALSE
LEVEL_8:reserved_words:49 70:"do":0:0 = "x":422 FALSE
LEVEL_8:reserved_words:49 FALSE
LEVEL_7:name:39 46:EXCLUDE_OFF:0:0
LEVEL_7:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_6:operator_content:198 208:":=":210:0 = ":=":423 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_6:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_7:expression:294 entry 298
LEVEL_7:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = "84":424 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = "84":424 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_8:term:311 entry 314
LEVEL_8:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_9:factor:323 entry 326
LEVEL_9:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_10:name:39 entry 42
LEVEL_10:name:39 42:EXCLUDE_ON:44:0
LEVEL_10:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_11:reserved_words:49 entry 52
LEVEL_11:reserved_words:49 52:"const":0:54 = "84":424 FALSE
LEVEL_11:reserved_words:49 54:"var":0:56 = "84":424 FALSE
LEVEL_11:reserved_words:49 56:"procedure":0:58 = "84":424 FALSE
LEVEL_11:reserved_words:49 58:"call":0:60 = "84":424 FALSE
LEVEL_11:reserved_words:49 60:"begin":0:62 = "84":424 FALSE
LEVEL_11:reserved_words:49 62:"end":0:64 = "84":424 FALSE
LEVEL_11:reserved_words:49 64:"if":0:66 = "84":424 FALSE
LEVEL_11:reserved_words:49 66:"then":0:68 = "84":424 FALSE
LEVEL_11:reserved_words:49 68:"while":0:70 = "84":424 FALSE
LEVEL_11:reserved_words:49 70:"do":0:0 = "84":424 FALSE
LEVEL_11:reserved_words:49 FALSE
LEVEL_10:name:39 46:EXCLUDE_OFF:0:0
LEVEL_10:name:39 TRUE
LEVEL_9:factor:323 TRUE
LEVEL_8:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_9:mul_div:112 entry 115
LEVEL_9:mul_div:112 115:"*":0:118 = ";":425 FALSE
LEVEL_9:mul_div:112 118:"/":0:0 = ";":425 FALSE
LEVEL_9:mul_div:112 FALSE
LEVEL_8:term:311 TRUE
LEVEL_7:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_8:plus_minus:102 entry 105
LEVEL_8:plus_minus:102 105:"+":0:108 = ";":425 FALSE
LEVEL_8:plus_minus:102 108:"-":0:0 = ";":425 FALSE
LEVEL_8:plus_minus:102 FALSE
LEVEL_7:expression:294 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:operator_content:198 233:";":235:238 = ";":425 TRUE
LEVEL_4:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "y":427 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "y":427 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "y":427 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "y":427 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "y":427 FALSE
LEVEL_8:reserved_words:49 62:"end":0:64 = "y":427 FALSE
LEVEL_8:reserved_words:49 64:"if":0:66 = "y":427 FALSE
LEVEL_8:reserved_words:49 66:"then":0:68 = "y":427 FALSE
LEVEL_8:reserved_words:49 68:"while":0:70 = "y":427 FALSE
